id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,Ind,sigma_m,discount.1,model,precision,timeout,mean_G
393c6e4c90,5.37,13161.36,13162.2,1.20557,  Preset timeout reached,101,101,101,0.99,2017-10-18 00:24:47,9,0.2,0.99,logistic,1e-18,10000,0.155312362863595
3e3c6e4c90,5.16,13397.71,13398.1,3239.14,  Preset timeout reached,101,101,101,0.99,2017-10-18 00:31:31,14,0.2,0.99,logistic,1e-18,10000,0.2
3c3c6e4c90,5.29,15480.31,15480.7,3030.66,  Preset timeout reached,101,101,101,0.99,2017-10-18 01:05:16,12,0.2,0.99,logistic,1e-18,10000,0.196049015040022
3b5b3959e9,5.23,7198.79,7335.73,-0.00124583,  target precision reached,101,101,101,0.99,2017-10-18 01:34:16,19,0.2,0.99,logistic,1e-18,10000,0.160258990661988
3a5b3959e9,4.93,4967.12,5050.11,-0.00338262,  target precision reached,101,101,101,0.99,2017-10-18 01:51:59,18,0.2,0.99,logistic,1e-18,10000,0.158152299003819
3f5b3959e9,4.93,11604.91,11605.5,10.5001,  Preset timeout reached,101,101,101,0.99,2017-10-18 01:59:07,23,0.2,0.99,logistic,1e-18,10000,0.121176943867485
3d5b3959e9,4.89,5953.31,10051.1,1.49738,  Preset timeout reached,101,101,101,0.99,2017-10-18 02:49:54,21,0.2,0.99,logistic,1e-18,10000,0.0516046081157025
405b3959e9,4.55,2178.05,10172.2,0.0520914,  Preset timeout reached,101,101,101,0.99,2017-10-18 02:50:22,24,0.2,0.99,logistic,1e-18,10000,0.00615435697251301
3f18269019,5.06,4017.99,4104.69,-0.000168178,  target precision reached,101,101,101,0.99,2017-10-18 03:17:16,31,0.2,0.99,logistic,1e-18,10000,0.123405472660197
395b3959e9,4.52,3614.28,10021.1,0.216944,  Preset timeout reached,101,101,101,0.99,2017-10-18 03:20:30,17,0.2,0.99,logistic,1e-18,10000,0.0247916254365487
3e5b3959e9,4.74,4486.88,10003.3,0.43148,  Preset timeout reached,101,101,101,0.99,2017-10-18 03:27:20,22,0.2,0.99,logistic,1e-18,10000,0.0332077502961313
3c5b3959e9,4.99,11590.8,11591,2709.5,  Preset timeout reached,101,101,101,0.99,2017-10-18 04:27:09,20,0.2,0.99,logistic,1e-18,10000,0.2
3a18269019,5.06,9927.88,10095.1,5.20321,  Preset timeout reached,101,101,101,0.99,2017-10-18 04:49:57,26,0.2,0.99,logistic,1e-18,10000,0.0912748156372943
3b18269019,5,14552.63,14552.9,2509.34,  Preset timeout reached,101,101,101,0.99,2017-10-18 05:45:41,27,0.2,0.99,logistic,1e-18,10000,0.16652934318235
4018269019,5.01,10035.94,10036.2,0.0418115,  Preset timeout reached,101,101,101,0.99,2017-10-18 05:47:14,32,0.2,0.99,logistic,1e-18,10000,0.122411898343732
3d18269019,4.9,8449.83,10125.1,3.02336,  Preset timeout reached,101,101,101,0.99,2017-10-18 05:48:18,29,0.2,0.99,logistic,1e-18,10000,0.0765296036853771
3f4776105f,5.02,8647.24,10117.3,151.408,  Preset timeout reached,101,101,101,0.99,2017-10-18 06:14:39,39,0.2,0.99,logistic,1e-18,10000,0.2
3918269019,4.68,4164.35,10405.8,0.406869,  Preset timeout reached,101,101,101,0.99,2017-10-18 06:23:03,25,0.2,0.99,logistic,1e-18,10000,0.0283703149467668
3e18269019,4.41,2825.89,10094.6,0.0878412,  Preset timeout reached,101,101,101,0.99,2017-10-18 06:23:19,30,0.2,0.99,logistic,1e-18,10000,0.0138754941526735
3c18269019,4.5,2800.53,10329.2,0.39146,  Preset timeout reached,101,101,101,0.99,2017-10-18 07:27:27,28,0.2,0.99,logistic,1e-18,10000,0.0177220741042267
3a4776105f,4.58,1909.22,10186,0.0543443,  Preset timeout reached,101,101,101,0.99,2017-10-18 07:46:55,34,0.2,0.99,logistic,1e-18,10000,0.00697866284338034
3b4776105f,4.48,2225.58,10188.8,0.0734077,  Preset timeout reached,101,101,101,0.99,2017-10-18 08:43:14,35,0.2,0.99,logistic,1e-18,10000,0.0088095718437981
3d4776105f,4.8,4368.48,10186.7,0.361125,  Preset timeout reached,101,101,101,0.99,2017-10-18 08:47:46,37,0.2,0.99,logistic,1e-18,10000,0.0289607203900431
404776105f,4.97,7587.53,10362.1,3.69464,  Preset timeout reached,101,101,101,0.99,2017-10-18 08:49:52,40,0.2,0.99,logistic,1e-18,10000,0.0711124194895736
3f24467bdd,4.82,4468.08,10129.5,0.734168,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:12:57,47,0.2,0.99,logistic,1e-18,10000,0.0347686381017099
3e4776105f,5.05,7774.23,10067.7,244.454,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:19:56,38,0.2,0.99,logistic,1e-18,10000,0.2
394776105f,4.7,3828.67,10557.9,0.638401,  Preset timeout reached,101,101,101,0.99,2017-10-18 09:28:04,33,0.2,0.99,logistic,1e-18,10000,0.0277827716851807
3c4776105f,4.9,6231.43,10057,2.05784,  Preset timeout reached,101,101,101,0.99,2017-10-18 10:24:31,36,0.2,0.99,logistic,1e-18,10000,0.0551401389622716
3a24467bdd,5.14,12843.31,12843.7,3251.86,  Preset timeout reached,101,101,101,0.99,2017-10-18 11:29:56,42,0.2,0.99,logistic,1e-18,10000,0.2
3d24467bdd,5.07,11093.06,11093.4,0.0306723,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:02:18,45,0.2,0.99,logistic,1e-18,10000,0.129361982028007
3b24467bdd,5.19,11691.44,11692.1,2047.12,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:07:02,43,0.2,0.99,logistic,1e-18,10000,0.2
3e24467bdd,4.85,6882.06,10325.7,0.991565,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:21:43,46,0.2,0.99,logistic,1e-18,10000,0.0561112741129806
3924467bdd,4.49,2247.09,10164.7,0.0783066,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:24:42,41,0.2,0.99,logistic,1e-18,10000,0.00807774066240035
4024467bdd,5.04,14245.65,14246.1,2939.35,  Preset timeout reached,101,101,101,0.99,2017-10-18 12:56:18,48,0.2,0.99,logistic,1e-18,10000,0.183761102139076
3f45cc0970,5.33,14571.14,14572.1,82.9415,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:25:07,55,0.2,0.99,logistic,1e-18,10000,0.186243488379133
3c24467bdd,4.93,7755.56,10393.5,5.68324,  Preset timeout reached,101,101,101,0.99,2017-10-18 13:26:50,44,0.2,0.99,logistic,1e-18,10000,0.0790448591108847
3a45cc0970,4.4,3764.09,10071.9,0.305059,  Preset timeout reached,101,101,101,0.99,2017-10-18 14:26:34,50,0.2,0.99,logistic,1e-18,10000,0.0231707942567196
3b45cc0970,4.75,5369.68,10083.2,0.499253,  Preset timeout reached,101,101,101,0.99,2017-10-18 15:04:37,51,0.2,0.99,logistic,1e-18,10000,0.0364699605087573
3945cc0970,4.89,7886.93,10195.4,3.61461,  Preset timeout reached,101,101,101,0.99,2017-10-18 15:23:46,49,0.2,0.99,logistic,1e-18,10000,0.0748821398176374
3d45cc0970,5.09,11822.83,11823.1,2852.22,  Preset timeout reached,101,101,101,0.99,2017-10-18 15:28:03,53,0.2,0.99,logistic,1e-18,10000,0.2
3e45cc0970,4.98,13038.28,13038.5,1643.81,  Preset timeout reached,101,101,101,0.99,2017-10-18 16:07:36,54,0.2,0.99,logistic,1e-18,10000,0.169351088766788
4045cc0970,5.13,12999.47,12999.8,988.71,  Preset timeout reached,101,101,101,0.99,2017-10-18 16:42:06,56,0.2,0.99,logistic,1e-18,10000,0.2
3f76e2bb6f,5,12384.16,12384.4,658.543,  Preset timeout reached,101,101,101,0.99,2017-10-18 17:00:37,63,0.2,0.99,logistic,1e-18,10000,0.142726766399136
3a76e2bb6f,4.87,8634.19,10046.2,7.85588,  Preset timeout reached,101,101,101,0.99,2017-10-18 17:23:03,58,0.2,0.99,logistic,1e-18,10000,0.0900094808250574
3c45cc0970,5.13,14871.17,14871.4,3561.86,  Preset timeout reached,101,101,101,0.99,2017-10-18 17:43:36,52,0.2,0.99,logistic,1e-18,10000,0.2
3d76e2bb6f,4.83,4175.14,10234,46.3828,  Preset timeout reached,101,101,101,0.99,2017-10-18 18:26:52,61,0.2,0.99,logistic,1e-18,10000,0.18221130384587
3b76e2bb6f,5.08,12499.27,12499.5,3199.76,  Preset timeout reached,101,101,101,0.99,2017-10-18 18:41:33,59,0.2,0.99,logistic,1e-18,10000,0.2
3e76e2bb6f,4.81,4052.67,10146.4,34.1362,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:04:55,62,0.2,0.99,logistic,1e-18,10000,0.2
3976e2bb6f,5.01,14483.16,14484,42.9753,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:34:18,57,0.2,0.99,logistic,1e-18,10000,0.159358723384016
4076e2bb6f,4.78,4467.01,10287.7,0.366188,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:42:30,64,0.2,0.99,logistic,1e-18,10000,0.0318494332623312
3f28dc28c3,4.84,7099.44,10053.2,2.26657,  Preset timeout reached,101,101,101,0.99,2017-10-18 19:57:37,71,0.2,0.99,logistic,1e-18,10000,0.0639586526092578
3a28dc28c3,4.94,5111.66,10315.1,1.32029,  Preset timeout reached,101,101,101,0.99,2017-10-18 20:24:33,66,0.2,0.99,logistic,1e-18,10000,0.0430449439108473
3c76e2bb6f,5.08,4896.72,10013.3,51.6268,  Preset timeout reached,101,101,101,0.99,2017-10-18 20:39:04,60,0.2,0.99,logistic,1e-18,10000,0.2
3d28dc28c3,4.87,5125.58,10330.8,0.296849,  Preset timeout reached,101,101,101,0.99,2017-10-18 21:28:21,69,0.2,0.99,logistic,1e-18,10000,0.0333294058462413
3b28dc28c3,4.75,3002.57,10225.2,0.193282,  Preset timeout reached,101,101,101,0.99,2017-10-18 21:40:27,67,0.2,0.99,logistic,1e-18,10000,0.0190003719640533
3e28dc28c3,4.56,2118.89,10263.2,0.0717314,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:03:27,70,0.2,0.99,logistic,1e-18,10000,0.00967865191198979
3928dc28c3,4.84,3813.08,10004.3,0.382457,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:30:22,65,0.2,0.99,logistic,1e-18,10000,0.0280323646392955
4028dc28c3,4.95,4662.21,10132.6,1.04777,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:41:09,72,0.2,0.99,logistic,1e-18,10000,0.0368580742566925
3f2b02c3b6,5.06,6519.7,10297.8,1.05544,  Preset timeout reached,101,101,101,0.99,2017-10-18 22:59:09,79,0.2,0.99,logistic,1e-18,10000,0.0557718096562125
3a2b02c3b6,4.72,3033.14,10276.7,0.410788,  Preset timeout reached,101,101,101,0.99,2017-10-18 23:24:30,74,0.2,0.99,logistic,1e-18,10000,0.0207950029595403
3c28dc28c3,4.98,6821.74,10276.7,2.72209,  Preset timeout reached,101,101,101,0.99,2017-10-18 23:39:53,68,0.2,0.99,logistic,1e-18,10000,0.0657621805052742
3d2b02c3b6,4.93,3905.76,10943.8,0.0240998,  Preset timeout reached,101,101,101,0.99,2017-10-19 00:40:04,77,0.2,0.99,logistic,1e-18,10000,0.0294521536947047
3b2b02c3b6,5.23,9082.81,10386.3,2.12484,  Preset timeout reached,101,101,101,0.99,2017-10-19 00:43:02,75,0.2,0.99,logistic,1e-18,10000,0.0839025906007627
392b02c3b6,4.82,4126.09,10127.1,0.651298,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:28:38,73,0.2,0.99,logistic,1e-18,10000,0.0318550883050864
402b02c3b6,4.89,5180.02,10021.8,0.701482,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:37:54,80,0.2,0.99,logistic,1e-18,10000,0.0397294633599063
3e2b02c3b6,5.25,12343.86,12344.4,10.9627,  Preset timeout reached,101,101,101,0.99,2017-10-19 01:38:49,78,0.2,0.99,logistic,1e-18,10000,0.129584494223104
3a61a9587f,5.12,10098,10098.2,13.5213,  Preset timeout reached,101,101,101,0.99,2017-10-19 02:22:15,82,0.2,0.99,logistic,1e-18,10000,0.0983233201772222
3c2b02c3b6,5.06,5521.38,10473.9,1.19084,  Preset timeout reached,101,101,101,0.99,2017-10-19 02:43:53,76,0.2,0.99,logistic,1e-18,10000,0.0472852763781012
3f61a9587f,5.33,14925.25,14925.5,3135.55,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:17:01,87,0.2,0.99,logistic,1e-18,10000,0.2
3d61a9587f,5.13,4242.15,10069.2,54.5922,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:36:23,85,0.2,0.99,logistic,1e-18,10000,0.2
3b61a9587f,5.05,3737.23,10116.2,65.5112,  Preset timeout reached,101,101,101,0.99,2017-10-19 03:40:13,83,0.2,0.99,logistic,1e-18,10000,0.2
3a711d77ba,5.45,4119.4,4223.76,-0.00435083,  target precision reached,101,101,101,0.99,2017-10-19 03:42:13,90,0.2,0.99,logistic,1e-18,10000,0.197993083505109
4061a9587f,5.37,3532.08,10050.6,0.0164478,  Preset timeout reached,101,101,101,0.99,2017-10-19 04:35:02,88,0.2,0.99,logistic,1e-18,10000,0.2
3961a9587f,5.19,12975.99,12976.2,4.64623,  Preset timeout reached,101,101,101,0.99,2017-10-19 05:14:24,81,0.2,0.99,logistic,1e-18,10000,0.12919094962115
3e61a9587f,5.17,12790.24,12790.5,3029.11,  Preset timeout reached,101,101,101,0.99,2017-10-19 05:20:31,86,0.2,0.99,logistic,1e-18,10000,0.2
3c61a9587f,5.05,12458.26,12458.6,2025.44,  Preset timeout reached,101,101,101,0.99,2017-10-19 06:20:29,84,0.2,0.99,logistic,1e-18,10000,0.2
3f711d77ba,4.89,5737.21,10598,2.16257,  Preset timeout reached,101,101,101,0.99,2017-10-19 06:23:16,95,0.2,0.99,logistic,1e-18,10000,0.047664209070455
3d711d77ba,4.93,8641.55,10178.9,5.2877,  Preset timeout reached,101,101,101,0.99,2017-10-19 06:35:34,93,0.2,0.99,logistic,1e-18,10000,0.0851018605375696
3b711d77ba,5.14,11744.46,11744.8,3.54225,  Preset timeout reached,101,101,101,0.99,2017-10-19 07:05:17,91,0.2,0.99,logistic,1e-18,10000,0.15002909118825
40711d77ba,4.93,10993.48,10994.1,9.48287,  Preset timeout reached,101,101,101,0.99,2017-10-19 07:47:22,96,0.2,0.99,logistic,1e-18,10000,0.112408680816132
3c711d77ba,5.14,4248.7,5156.44,-0.00297217,  target precision reached,101,101,101,0.99,2017-10-19 07:55:42,92,0.2,0.99,logistic,1e-18,10000,0.181609488077851
3a631cdfe,5.22,15114.48,15114.8,3643.36,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:02:58,98,0.2,0.99,logistic,1e-18,10000,0.2
3e711d77ba,4.72,4648.61,10145.4,1.3096,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:18:51,94,0.2,0.99,logistic,1e-18,10000,0.0364407655896164
39711d77ba,5.15,6155.93,10815.2,0.489548,  Preset timeout reached,101,101,101,0.99,2017-10-19 08:24:00,89,0.2,0.99,logistic,1e-18,10000,0.2
3f631cdfe,4.66,3285.32,10058.4,0.263824,  Preset timeout reached,101,101,101,0.99,2017-10-19 09:19:05,103,0.2,0.99,logistic,1e-18,10000,0.0196813549219063
3d631cdfe,4.8,8169.36,10017.6,3.0026,  Preset timeout reached,101,101,101,0.99,2017-10-19 09:31:42,101,0.2,0.99,logistic,1e-18,10000,0.0774705142379299
3b631cdfe,4.99,3330.86,10093.8,27.7928,  Preset timeout reached,101,101,101,0.99,2017-10-19 10:01:57,99,0.2,0.99,logistic,1e-18,10000,0.2
40631cdfe,4.86,6022.35,10378.3,2.35052,  Preset timeout reached,101,101,101,0.99,2017-10-19 10:49:52,104,0.2,0.99,logistic,1e-18,10000,0.0538387358827744
3a2dea60e5,4.67,3068.91,10144.3,0.170017,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:00:23,106,0.2,0.99,logistic,1e-18,10000,0.0194995419849207
3e631cdfe,4.87,5575.53,10053.6,1.96596,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:15:44,102,0.2,0.99,logistic,1e-18,10000,0.0514385837542873
39631cdfe,5.06,8450.88,10008.6,125.403,  Preset timeout reached,101,101,101,0.99,2017-10-19 11:19:46,97,0.2,0.99,logistic,1e-18,10000,0.2
3c631cdfe,5.09,14423.27,14423.7,3142.51,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:05:17,100,0.2,0.99,logistic,1e-18,10000,0.2
3f2dea60e5,4.55,2833.29,10131.7,0.160487,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:16:12,111,0.2,0.99,logistic,1e-18,10000,0.0183242859650097
3d2dea60e5,4.57,2791.94,10092.7,0.11795,  Preset timeout reached,101,101,101,0.99,2017-10-19 12:28:16,109,0.2,0.99,logistic,1e-18,10000,0.0167790524213435
3b2dea60e5,4.82,5952.28,10227.1,1.71029,  Preset timeout reached,101,101,101,0.99,2017-10-19 13:02:09,107,0.2,0.99,logistic,1e-18,10000,0.0545907832168379
402dea60e5,4.86,3446.03,10508.1,0.177389,  Preset timeout reached,101,101,101,0.99,2017-10-19 13:53:50,112,0.2,0.99,logistic,1e-18,10000,0.0232466369102238
3d6e7adc7a,4.9,4830.37,5292.35,-2.24279e-08,  target precision reached,101,101,101,0.99,2017-10-19 14:06:05,117,0.2,0.99,logistic,1e-18,10000,0.0517673656030837
392dea60e5,4.63,4700.3,10046.2,0.616887,  Preset timeout reached,101,101,101,0.99,2017-10-19 14:16:50,105,0.2,0.99,logistic,1e-18,10000,0.039975548392114
3e2dea60e5,4.9,4670.86,10590.9,0.498787,  Preset timeout reached,101,101,101,0.99,2017-10-19 14:21:24,110,0.2,0.99,logistic,1e-18,10000,0.0362733408349935
3c2dea60e5,4.68,3039.58,10173,0.100944,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:03:05,108,0.2,0.99,logistic,1e-18,10000,0.0190515077500677
3f6e7adc7a,4.54,2500.69,10049.6,0.0695991,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:11:04,119,0.2,0.99,logistic,1e-18,10000,0.0118810970702963
3a6e7adc7a,4.84,16397.7,16398,3788.63,  Preset timeout reached,101,101,101,0.99,2017-10-19 15:42:40,114,0.2,0.99,logistic,1e-18,10000,0.2
406e7adc7a,5.07,10823.13,10823.4,11.7601,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:03:41,120,0.2,0.99,logistic,1e-18,10000,0.109715018357878
3d2e95f6a0,4.51,3424.77,10198.3,0.315617,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:04:58,125,0.2,0.99,logistic,1e-18,10000,0.0229972663862884
396e7adc7a,4.47,2247.62,10143.2,0.0411134,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:13:29,113,0.2,0.99,logistic,1e-18,10000,0.0100366357996441
3e6e7adc7a,4.47,2289.61,10022.7,0.0790747,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:16:02,118,0.2,0.99,logistic,1e-18,10000,0.0108197414999778
3b6e7adc7a,5.11,16046.49,16046.8,3661.93,  Preset timeout reached,101,101,101,0.99,2017-10-19 17:38:48,115,0.2,0.99,logistic,1e-18,10000,0.2
3f2e95f6a0,4.92,10553.44,10553.7,18.5448,  Preset timeout reached,101,101,101,0.99,2017-10-19 18:15:41,127,0.2,0.99,logistic,1e-18,10000,0.113227314735013
3a2e95f6a0,4.69,3601.35,10049.8,0.331085,  Preset timeout reached,101,101,101,0.99,2017-10-19 18:38:58,122,0.2,0.99,logistic,1e-18,10000,0.0229305132421022
3c6e7adc7a,5,14203.24,14203.5,2221.91,  Preset timeout reached,101,101,101,0.99,2017-10-19 19:09:03,116,0.2,0.99,logistic,1e-18,10000,0.168006392082744
3d45e3d5c8,4.93,9696.23,10004.7,10.5514,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:01:14,133,0.2,0.99,logistic,1e-18,10000,0.103578150786539
3e2e95f6a0,4.59,3070.46,10208.2,0.176864,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:14:21,126,0.2,0.99,logistic,1e-18,10000,0.0184776741634159
402e95f6a0,5.14,11432.71,11433,12.7967,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:23:43,128,0.2,0.99,logistic,1e-18,10000,0.123941309112456
3b2e95f6a0,4.55,3102.96,10196.9,0.205423,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:37:01,123,0.2,0.99,logistic,1e-18,10000,0.0173954740051342
392e95f6a0,5.02,11834.21,11834.5,0.36626,  Preset timeout reached,101,101,101,0.99,2017-10-19 20:40:15,121,0.2,0.99,logistic,1e-18,10000,0.153728927731466
3a45e3d5c8,4.8,6888.74,10160.3,2.19781,  Preset timeout reached,101,101,101,0.99,2017-10-19 21:37:52,130,0.2,0.99,logistic,1e-18,10000,0.0633651618713244
3c2e95f6a0,4.7,3869.75,10295.2,0.448338,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:09:41,124,0.2,0.99,logistic,1e-18,10000,0.0284139319981644
3f45e3d5c8,5.01,15671.67,15671.9,3129.21,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:45:43,135,0.2,0.99,logistic,1e-18,10000,0.183575733829249
3d4fc24221,4.88,4759.78,10057.9,0.550533,  Preset timeout reached,101,101,101,0.99,2017-10-19 22:58:15,141,0.2,0.99,logistic,1e-18,10000,0.0372113933652323
3e45e3d5c8,5.4,10386.88,10387.7,0.0649515,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:17:01,134,0.2,0.99,logistic,1e-18,10000,0.125145320346654
4045e3d5c8,4.73,4660.59,10167.7,1.35359,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:22:40,136,0.2,0.99,logistic,1e-18,10000,0.0374323250568425
3b45e3d5c8,4.76,4683.41,10007.9,0.605601,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:32:48,131,0.2,0.99,logistic,1e-18,10000,0.0357878036216221
3945e3d5c8,4.72,3895.86,10002.4,0.676246,  Preset timeout reached,101,101,101,0.99,2017-10-19 23:35:56,129,0.2,0.99,logistic,1e-18,10000,0.0290400039946697
3a4fc24221,4.67,5868.58,10035.6,0.979212,  Preset timeout reached,101,101,101,0.99,2017-10-20 00:34:43,138,0.2,0.99,logistic,1e-18,10000,0.0469889414166221
3c45e3d5c8,5.08,11900.05,11900.6,7.8807,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:37:31,132,0.2,0.99,logistic,1e-18,10000,0.124852827097347
3f4fc24221,4.94,8248.73,10163.2,8.28026,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:44:28,143,0.2,0.99,logistic,1e-18,10000,0.084303287552042
3d6e2d0cc6,4.98,8047.26,10022.2,6.11422,  Preset timeout reached,101,101,101,0.99,2017-10-20 01:54:35,149,0.2,0.99,logistic,1e-18,10000,0.0783577889295108
3e4fc24221,4.87,6569.35,10026.1,1.10156,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:13:54,142,0.2,0.99,logistic,1e-18,10000,0.0525354949703075
404fc24221,4.64,2760.8,10038.3,20.5896,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:18:27,144,0.2,0.99,logistic,1e-18,10000,0.2
3b4fc24221,4.93,10534.92,10535.3,4.93318,  Preset timeout reached,101,101,101,0.99,2017-10-20 02:37:44,139,0.2,0.99,logistic,1e-18,10000,0.102437828426303
394fc24221,4.84,13515.95,13516.3,3229.65,  Preset timeout reached,101,101,101,0.99,2017-10-20 03:29:56,137,0.2,0.99,logistic,1e-18,10000,0.17077945839221
3a6e2d0cc6,4.8,5561.41,10004,0.7901,  Preset timeout reached,101,101,101,0.99,2017-10-20 03:30:40,146,0.2,0.99,logistic,1e-18,10000,0.0442415139682144
3c4fc24221,4.94,6175.7,10261.8,2.23515,  Preset timeout reached,101,101,101,0.99,2017-10-20 04:37:45,140,0.2,0.99,logistic,1e-18,10000,0.053708774834512
3d7d3ac14e,4.99,9107.79,10212.5,5.1619,  Preset timeout reached,101,101,101,0.99,2017-10-20 04:54:26,157,0.2,0.99,logistic,1e-18,10000,0.0834819756532642
3f6e2d0cc6,5.09,11326.09,11326.6,12.0272,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:02:29,151,0.2,0.99,logistic,1e-18,10000,0.117226808895172
406e2d0cc6,5.28,4017.09,10071.2,0.441672,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:15:44,152,0.2,0.99,logistic,1e-18,10000,0.2
3b6e2d0cc6,4.92,8125.54,10167.2,4.25137,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:36:17,147,0.2,0.99,logistic,1e-18,10000,0.0768652886929724
3e6e2d0cc6,4.96,12830.11,12830.5,2157.67,  Preset timeout reached,101,101,101,0.99,2017-10-20 05:56:23,150,0.2,0.99,logistic,1e-18,10000,0.154484396179493
407d3ac14e,4.78,2100.48,2143.61,-0.000166125,  target precision reached,101,101,101,0.99,2017-10-20 06:00:28,160,0.2,0.99,logistic,1e-18,10000,0.030798221200295
396e2d0cc6,4.96,7206.07,10087.3,6.3999,  Preset timeout reached,101,101,101,0.99,2017-10-20 06:27:11,145,0.2,0.99,logistic,1e-18,10000,0.0728743430474696
